node_id	pr_value
663930	0.00017504912062070736
482708	9.3214177055637e-05
1034017	5.5357386969045985e-05
663559	4.802923904665383e-05
357530	4.7050562812174197e-05
1120567	4.469579698851646e-05
663605	4.271704564817101e-05
1108860	3.75696453883925e-05
663682	3.652978681611776e-05
664788	3.559986697913877e-05
