Date,Adj Close
1/1/12,18.34137
1/8/12,18.261471
1/15/12,19.162195
1/22/12,19.416431
1/29/12,19.423689
2/5/12,19.54962
2/12/12,20.040188
2/19/12,19.54962
2/26/12,19.710705
3/4/12,19.820524
3/11/12,20.303774
3/18/12,20.413607
3/25/12,20.589334
4/1/12,20.552723
4/8/12,20.567369
4/15/12,20.208599
4/22/12,20.779703
4/29/12,20.428253
5/6/12,20.377211
5/13/12,19.226704
5/20/12,18.98333
5/27/12,18.540827
6/3/12,19.477457
6/10/12,20.163328
6/17/12,19.86833
6/24/12,19.654457
7/1/12,19.293077
7/8/12,18.621952
7/15/12,18.821079
7/22/12,19.189825
7/29/12,19.344707
8/5/12,19.997742
8/12/12,19.588554
8/19/12,18.532135
8/26/12,18.47261
9/2/12,17.996477
9/9/12,17.386431
9/16/12,17.20788
9/23/12,16.858215
9/30/12,16.873093
10/7/12,15.980333
10/14/12,15.824102
10/21/12,16.330006
10/28/12,16.41184
11/4/12,15.474442
11/11/12,15.175406
11/18/12,14.822138
11/25/12,14.709394
12/2/12,15.152855
12/9/12,15.430961
12/16/12,15.611353
12/23/12,15.205469
12/30/12,15.904489
1/6/13,16.535858
1/13/13,15.972134
1/20/13,15.754152
1/27/13,16.054808
2/3/13,15.784225
2/10/13,16.045038
2/17/13,15.513238
2/24/13,15.976652
3/3/13,16.394501
3/10/13,16.242554
3/17/13,16.204573
3/24/13,16.592024
3/31/13,15.908282
4/7/13,16.470463
4/14/13,17.04784
4/21/13,17.777164
4/28/13,18.202599
5/5/13,18.788185
5/12/13,18.435429
5/19/13,18.343397
5/26/13,18.619478
6/2/13,18.857199
6/9/13,19.110264
6/16/13,18.558125
6/23/13,18.581121
6/30/13,18.45076
7/7/13,18.328056
7/14/13,17.66856
7/21/13,17.837271
7/28/13,17.806597
8/4/13,17.262121
8/11/13,16.966404
8/18/13,17.376816
8/25/13,17.020611
9/1/13,17.554922
9/8/13,18.151186
9/15/13,18.406729
9/22/13,17.794977
9/29/13,17.663336
10/6/13,18.011801
10/13/13,18.491905
10/20/13,18.770687
10/27/13,18.84038
11/3/13,18.654526
11/10/13,19.165255
11/17/13,18.657204
11/24/13,18.633757
12/1/13,19.39974
12/8/13,18.985481
12/15/13,19.58733
12/22/13,20.009403
12/29/13,20.150099
1/5/14,19.954693
1/12/14,20.204802
1/19/14,19.39192
