"Date","CNY","JPY"
"2020-12-07",6.5306,104.197998
"2020-12-08",6.5287,103.998001
"2020-12-09",6.5317,104.135002
"2020-12-10",6.5422,104.272003
"2020-12-11",6.5444,104.181999
"2020-12-14",6.5457,103.939003
"2020-12-15",6.5497,104.010002
"2020-12-16",6.5383,103.634003
"2020-12-17",6.5313,103.474998
"2020-12-18",6.5321,103.130997
"2020-12-21",6.536,103.457001
"2020-12-22",6.5482,103.339996
"2020-12-23",6.5422,103.533997
"2020-12-24",6.5396,103.552002
"2020-12-25",6.529,103.653
"2020-12-28",6.5408,103.532997
"2020-12-29",6.5356,103.689003
"2020-12-30",6.53,103.558998
"2020-12-31",6.5222,103.121002
"2021-01-01",6.5317,103.225998
"2021-01-04",6.532,103.238998
"2021-01-05",6.4605,103.125
"2021-01-06",6.4552,102.678001
"2021-01-07",6.4607,103.024002
"2021-01-08",6.4772,103.790001
"2021-01-11",6.4743,104.091003
"2021-01-12",6.4797,104.127998
"2021-01-13",6.4629,103.751999
"2021-01-14",6.467,103.836998
"2021-01-15",6.4731,103.828003
"2021-01-18",6.4797,103.907997
"2021-01-19",6.4914,103.703003
"2021-01-20",6.4779,103.897003
"2021-01-21",6.4654,103.555
"2021-01-22",6.4614,103.505997
"2021-01-25",6.4808,103.777
"2021-01-26",6.4787,103.760002
"2021-01-27",6.4637,103.602997
"2021-01-28",6.4821,104.142998
"2021-01-29",6.4484,104.291
"2021-02-01",6.4268,104.685997
"2021-02-02",6.4675,104.880997
"2021-02-03",6.4564,105.028
"2021-02-04",6.4592,104.995003
"2021-02-05",6.4707,105.571999
"2021-02-08",6.4657,105.400002
"2021-02-09",6.448,105.209999
"2021-02-10",6.4342,104.574997
"2021-02-11",6.4572,104.614998
"2021-02-12",6.4569,104.740997
"2021-02-15",6.4572,105.058998
"2021-02-16",6.4572,105.387001
"2021-02-17",6.4571,106.102997
"2021-02-18",6.4576,105.861
"2021-02-19",6.4872,105.652
"2021-02-22",6.4858,105.514
"2021-02-23",6.4631,104.984001
"2021-02-24",6.463,105.282997
"2021-02-25",6.456,105.944
"2021-02-26",6.4538,106.378998
"2021-03-01",6.4779,106.502998
"2021-03-02",6.4632,106.850998
"2021-03-03",6.4695,106.758003
"2021-03-04",6.4668,107.057999
"2021-03-05",6.469,107.955002
"2021-03-08",6.4957,108.418999
"2021-03-09",6.5246,108.939003
"2021-03-10",6.5056,108.577003
"2021-03-11",6.5049,108.431999
"2021-03-12",6.493,108.555
"2021-03-15",6.4985,109.116997
"2021-03-16",6.4989,109.134003
"2021-03-17",6.505,109.028999
"2021-03-18",6.5026,108.890999
"2021-03-19",6.5048,108.931
"2021-03-22",6.499,108.871002
"2021-03-23",6.5063,108.776001
"2021-03-24",6.5149,108.519997
"2021-03-25",6.5146,108.790001
"2021-03-26",6.5448,109.179001
"2021-03-29",6.5405,109.791
"2021-03-30",6.5687,109.835999
"2021-03-31",6.571,110.305
"2021-04-01",6.5512,110.75
"2021-04-02",6.5644,110.612999
"2021-04-05",6.5665,110.677002
"2021-04-06",6.5659,110.193001
"2021-04-07",6.5385,109.792999
"2021-04-08",6.541,109.851997
"2021-04-09",6.55,109.330002
"2021-04-12",6.552,109.694
"2021-04-13",6.5479,109.374001
"2021-04-14",6.5426,108.924004
"2021-04-15",6.5281,108.893997
"2021-04-16",6.5213,108.689003
"2021-04-19",6.5111,108.719002
"2021-04-20",6.5093,108.098
"2021-04-21",6.4985,108.133003
"2021-04-22",6.49,108.039001
"2021-04-23",6.4903,107.977997
"2021-04-26",6.4944,107.874001
"2021-04-27",6.4845,108.202003
"2021-04-28",6.4821,108.75
"2021-04-29",6.4779,108.504997
"2021-04-30",6.4712,108.903999
"2021-05-03",6.4735,109.282997
"2021-05-04",6.4728,109.086998
"2021-05-05",6.4728,109.329002
"2021-05-06",6.473,109.219002
"2021-05-07",6.4632,109.050003
"2021-05-10",6.4315,108.571999
"2021-05-11",6.4151,108.844002
"2021-05-12",6.4283,108.714996
"2021-05-13",6.4552,109.664001
"2021-05-14",6.4509,109.515999
"2021-05-17",6.4361,109.412003
"2021-05-18",6.4382,109.241997
"2021-05-19",6.4242,108.867996
"2021-05-20",6.434,109.273003
"2021-05-21",6.4339,108.860001
"2021-05-24",6.4332,108.918999
"2021-05-25",6.4183,108.850998
"2021-05-26",6.41,108.802002
"2021-05-27",6.3907,109.169998
"2021-05-28",6.382,109.808998
"2021-05-31",6.3674,109.906998
"2021-06-01",6.369,109.492996
"2021-06-02",6.3807,109.492996
"2021-06-03",6.3801,109.595001
"2021-06-04",6.4027,110.265999
"2021-06-07",6.3943,109.616997
"2021-06-08",6.3963,109.274002
"2021-06-09",6.3995,109.469002
"2021-06-10",6.3865,109.610001
"2021-06-11",6.3923,109.408997
"2021-06-14",6.3977,109.709
"2021-06-15",6.3972,110.041
"2021-06-16",6.405,110.084
"2021-06-17",6.3967,110.769997
"2021-06-18",6.4474,110.324997
"2021-06-21",6.4521,110.200996
"2021-06-22",6.4659,110.374001
"2021-06-23",6.4803,110.653999
"2021-06-24",6.473,111.012001
"2021-06-25",6.471,110.920998
"2021-06-28",6.4463,110.821999
"2021-06-29",6.4551,110.602997
"2021-06-30",6.4631,110.535004
"2021-07-01",6.4562,111.124001
"2021-07-02",6.4676,111.571999
"2021-07-05",6.4721,111.135002
"2021-07-06",6.4628,110.916
"2021-07-07",6.4781,110.601997
"2021-07-08",6.4715,110.635002
"2021-07-09",6.4891,109.801003
"2021-07-12",6.478,110.214996
"2021-07-13",6.4746,110.324997
"2021-07-14",6.4675,110.595001
"2021-07-15",6.4683,109.984001
"2021-07-16",6.4601,109.778
"2021-07-19",6.4782,109.874001
"2021-07-20",6.4894,109.533997
"2021-07-21",6.4839,109.919998
"2021-07-22",6.467,110.254997
"2021-07-23",6.4697,110.139999
"2021-07-26",6.4804,110.543999
"2021-07-27",6.4817,110.302002
"2021-07-28",6.5097,109.806
"2021-07-29",6.4894,109.890999
"2021-07-30",6.4553,109.408997
"2021-08-02",6.4605,109.706001
"2021-08-03",6.461,109.268997
"2021-08-04",6.4692,108.990997
"2021-08-05",6.4652,109.528999
"2021-08-06",6.4603,109.751999
"2021-08-09",6.4825,110.259003
"2021-08-10",6.4852,110.306
"2021-08-11",6.4849,110.598
"2021-08-12",6.4782,110.374001
"2021-08-13",6.4783,110.403
"2021-08-16",6.4764,109.624001
"2021-08-17",6.4736,109.296997
"2021-08-18",6.4851,109.537003
"2021-08-19",6.4832,109.842003
"2021-08-20",6.4937,109.767998
"2021-08-23",6.4916,109.839996
"2021-08-24",6.48,109.678001
"2021-08-25",6.4699,109.730003
"2021-08-26",6.4749,109.975998
"2021-08-27",6.4805,110.047997
"2021-08-30",6.4708,109.864998
"2021-08-31",6.4651,109.944
"2021-09-01",6.4596,110.056
"2021-09-02",6.459,110.096001
"2021-09-03",6.4554,109.945
"2021-09-06",6.4519,109.764
"2021-09-07",6.4567,109.82
"2021-09-08",6.4655,110.295998
"2021-09-09",6.4607,110.218002
"2021-09-10",6.4543,109.780998
"2021-09-13",6.4434,109.915001
"2021-09-14",6.4508,109.994003
"2021-09-15",6.4383,109.719002
"2021-09-16",6.4314,109.383003
"2021-09-17",6.4566,109.698997
"2021-09-20",6.4652,109.971001
"2021-09-21",6.465,109.436996
"2021-09-22",6.466,109.149002
"2021-09-23",6.4608,109.821999
"2021-09-24",6.4579,110.325996
"2021-09-27",6.4657,110.764
"2021-09-28",6.456,110.963997
"2021-09-29",6.459,111.528
"2021-09-30",6.4696,111.935997
"2021-10-01",6.4455,111.460999
"2021-10-04",6.4457,110.946999
"2021-10-05",6.4452,110.968002
"2021-10-06",6.4452,111.487
"2021-10-07",6.4452,111.413002
"2021-10-08",6.4452,111.662003
"2021-10-11",6.4423,112.269997
"2021-10-12",6.4496,113.388
"2021-10-13",6.448,113.518997
"2021-10-14",6.4266,113.301003
"2021-10-15",6.439,113.834
"2021-10-18",6.4348,114.323997
"2021-10-19",6.4289,114.285004
"2021-10-20",6.3818,114.542999
"2021-10-21",6.3929,114.389
"2021-10-22",6.3918,113.849998
"2021-10-25",6.3839,113.664001
"2021-10-26",6.3847,113.764999
"2021-10-27",6.3815,114.188004
"2021-10-28",6.3916,113.776001
"2021-10-29",6.3904,113.615997
"2021-11-01",6.4047,114.236
"2021-11-02",6.3962,114.094002
"2021-11-03",6.3989,113.961998
"2021-11-04",6.4062,114.07
"2021-11-05",6.3964,113.836998
"2021-11-08",6.3979,113.474998
"2021-11-09",6.3916,113.253998
"2021-11-10",6.3917,112.912003
"2021-11-11",6.3881,113.904999
"2021-11-12",6.3895,114.042999
"2021-11-15",6.3786,113.981003
"2021-11-16",6.3821,114.132004
"2021-11-17",6.3911,114.903999
"2021-11-18",6.3769,114.190002
"2021-11-19",6.385,114.281998
"2021-11-22",6.3862,114.138
"2021-11-23",6.3843,114.790001
"2021-11-24",6.3908,115.140999
"2021-11-25",6.3918,115.407997
"2021-11-26",6.386,115.069
"2021-11-29",6.392,113.719002
"2021-11-30",6.387,113.804001
"2021-12-01",6.3632,113.299004
"2021-12-02",6.3673,112.882004
"2021-12-03",6.3756,113.022003
"2021-12-06",6.3753,113.042
"2021-12-07",6.3748,113.458
"2021-12-08",6.3663,113.525002
"2021-12-09",6.3437,113.683998
"2021-12-10",6.3765,113.447998
"2021-12-13",6.36,113.500999
"2021-12-14",6.3655,113.577003
"2021-12-15",6.3665,113.742996
"2021-12-16",6.3665,114.136002
"2021-12-17",6.3672,113.663002
"2021-12-20",6.374,113.517998
"2021-12-21",6.3746,113.662003
"2021-12-22",6.3706,113.994003
"2021-12-23",6.3691,114.121002
"2021-12-24",6.3688,114.458
"2021-12-27",6.3666,114.333
"2021-12-28",6.3698,114.792
"2021-12-29",6.3672,114.773003
"2021-12-30",6.3673,114.947998
"2021-12-31",6.3721,115.063004
